plan_vector,condition_vector,training_class,exercise_count,exercise_names
"[0.39516735076904297, 0.9110153913497925, 0.38185521960258484, 0.5683358907699585, 0.0, 0.4285714328289032, 0.0, 0.1428571492433548, 0.0, 0.4285714328289032, 0.0, 0.0, 0.1134442389011383, 0.1252187043428421, 0.27781036496162415, 0.8217164278030396, 0.9315976500511169, 0.6190646886825562, 0.7487814426422119]","[0.253734290599823, 0.2380678355693817, 0.7711248397827148, 1.0, 0.0, 0.0, 0.0, 0.32612788677215576, 0.0, 0.0, 1.0, 0.22517213225364685, 0.0, 0.0, 0.0, 0.053375232964754105, 0.5699620842933655, 0.6034642457962036, 0.6503015756607056, 0.3516593277454376, 0.9607989192008972, 0.5823622941970825, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",power_hiit,7,dumbbell reverse spider curl;smith leg press;dumbbell palms in incline bench press;smith incline bench press;dumbbell standing concentration curl;sled 45° leg press (side pov);kettlebell pistol squat
"[0.8166707158088684, 0.9530003666877747, 0.40594109892845154, 0.7833832502365112, 0.1666666716337204, 0.1666666716337204, 0.3333333432674408, 0.0, 0.1666666716337204, 0.1666666716337204, 0.0, 0.0, 0.10181302577257156, 0.052952542901039124, 0.2542315423488617, 0.938000500202179, 0.8674647212028503, 0.5763676762580872, 0.6422917246818542]","[0.2526775598526001, 0.3975712060928345, 0.5759862661361694, 0.0, 1.0, 0.0, 0.0, 0.22180858254432678, 0.0, 0.0, 0.0, 0.03497017174959183, 0.0, 0.0, 0.0, 0.2022434026002884, 0.5197001695632935, 0.6978095173835754, 0.7653263807296753, 0.40087202191352844, 0.9683541059494019, 0.7198611497879028, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,6,impossible dips;barbell wrist curl v. 2;cable decline fly;lever front pulldown;barbell standing close grip curl;dumbbell palms in incline bench press
"[0.6467273235321045, 0.8845304250717163, 0.532753586769104, 0.36243951320648193, 0.0, 0.0, 0.3333333432674408, 0.0, 0.3333333432674408, 0.3333333432674408, 0.0, 0.0, 0.05950436368584633, 0.0559711679816246, 0.2739259600639343, 0.9156462550163269, 0.5557984709739685, 0.6875563263893127, 0.6920790672302246]","[0.49713224172592163, 0.3481582701206207, 0.5383450984954834, 0.0, 1.0, 0.0, 0.0, 0.08760475367307663, 0.0, 0.0, 0.0, 0.16405156254768372, 0.0, 1.0, 0.0, 0.2092682272195816, 0.6025083065032959, 0.48189595341682434, 0.6187518239021301, 0.3061818778514862, 0.9640452265739441, 0.6343218088150024, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,3,barbell standing calf raise;cable seated curl;sled 45° leg press (side pov)
"[0.21812763810157776, 0.6066651344299316, 0.3471950590610504, 0.47228026390075684, 0.3333333432674408, 0.3333333432674408, 0.3333333432674408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0642874613404274, 0.0851631611585617, 0.112434022128582, 0.7899424433708191, 0.7474997639656067, 0.5446402430534363, 0.7932353019714355]","[0.38646355271339417, 0.42118024826049805, 0.4802081286907196, 0.0, 1.0, 0.0, 0.0, 0.15566548705101013, 1.0, 0.0, 0.0, 0.07290120422840118, 0.0, 0.0, 0.0, 0.5285089015960693, 0.37984129786491394, 0.48647430539131165, 0.7673028111457825, 0.40032482147216797, 0.9756807088851929, 0.5540222525596619, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,3,barbell standing calf raise;dumbbell standing concentration curl;bent knee lying twist (male)
"[0.5341101288795471, 0.36062636971473694, 0.6360446214675903, 0.3961624801158905, 0.0, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.0, 0.3333333432674408, 0.0, 0.1666666716337204, 0.06752051413059235, 0.0888695940375328, 0.19834768772125244, 0.7157235145568848, 0.7888826727867126, 0.5911397337913513, 0.5698355436325073]","[0.49208223819732666, 0.4963943660259247, 0.25233715772628784, 0.0, 0.0, 1.0, 1.0, 0.3033784329891205, 0.0, 1.0, 0.0, 0.32090482115745544, 0.0, 0.0, 1.0, 0.537411093711853, 0.3138735592365265, 0.5112274885177612, 0.4904034435749054, 0.3004181981086731, 0.9887492060661316, 0.34984636306762695, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,6,dumbbell standing concentration curl;assisted hanging knee raise with throw down;lever front pulldown;kettlebell pistol squat;lever seated row;barbell standing close grip curl
"[0.21239721775054932, 0.5136805772781372, 0.3844704031944275, 0.5943416357040405, 0.0, 0.25, 0.0, 0.0, 0.5, 0.25, 0.0, 0.0, 0.05604422837495804, 0.14530737698078156, 0.2697175443172455, 0.5416228175163269, 0.5157144665718079, 0.7508472204208374, 0.5230425000190735]","[0.3062828779220581, 0.25922468304634094, 0.4356074333190918, 0.0, 1.0, 0.0, 0.0, 0.1709693819284439, 0.0, 0.0, 0.0, 0.008081141859292984, 0.0, 0.0, 0.0, 0.24136632680892944, 0.51166170835495, 0.645068347454071, 0.7177070379257202, 0.37287843227386475, 0.9847120046615601, 0.5847070217132568, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,4,cable decline fly;cable squatting curl;sled 45° leg press (side pov);dumbbell palms in incline bench press
"[0.5806834101676941, 0.876289963722229, 0.6055411100387573, 0.4080471992492676, 0.0, 0.75, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.05200889706611633, 0.1359298825263977, 0.1105479896068573, 0.9513663053512573, 0.7218931913375854, 0.9194958806037903, 0.8523638248443604]","[0.4488092362880707, 0.3884401321411133, 0.8331979513168335, 1.0, 1.0, 0.0, 0.0, 0.3223167359828949, 0.0, 1.0, 0.0, 0.14048132300376892, 0.0, 0.0, 0.0, 0.4094356894493103, 0.7358319759368896, 0.6275328993797302, 0.7377581000328064, 0.4285992383956909, 0.9880689978599548, 0.43532562255859375, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_threshold,4,smith leg press;dumbbell reverse spider curl;dumbbell front raise;dumbbell lying single extension
"[0.25012892484664917, 0.7377057075500488, 0.49276047945022583, 0.3331717848777771, 0.0, 0.6666666865348816, 0.0, 0.0, 0.3333333432674408, 0.0, 0.0, 0.0, 0.13803064823150635, 0.10695144534111023, 0.17390146851539612, 0.5031334161758423, 0.5166036486625671, 0.9950839877128601, 0.5691587328910828]","[0.46523910760879517, 0.3407500684261322, 0.7939571142196655, 1.0, 1.0, 0.0, 0.0, 0.3426803946495056, 0.0, 1.0, 0.0, 0.24943721294403076, 0.0, 0.0, 0.0, 0.40615904331207275, 0.6035318374633789, 0.5577719211578369, 0.7595084309577942, 0.3289920389652252, 0.9785171151161194, 0.5544888973236084, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_threshold,3,dumbbell front raise;cable seated curl;dumbbell standing concentration curl
"[0.5960795879364014, 0.31608256697654724, 0.40199169516563416, 0.57957524061203, 0.25, 0.25, 0.0, 0.0, 0.0, 0.25, 0.25, 0.0, 0.1425478458404541, 0.14207147061824799, 0.11578357964754105, 0.5678316950798035, 0.7863010168075562, 0.90349280834198, 0.900033712387085]","[0.45713621377944946, 0.49569645524024963, 0.29052481055259705, 0.0, 0.0, 1.0, 1.0, 0.35775259137153625, 0.0, 1.0, 0.0, 0.3297594487667084, 0.0, 0.0, 1.0, 0.6340276002883911, 0.1980161964893341, 0.6841155886650085, 0.6536431312561035, 0.35797885060310364, 0.9690462946891785, 0.5369352102279663, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",recovery,4,lever front pulldown;dumbbell over bench revers wrist curl;bent knee lying twist (male);weighted hyperextension (on stability ball)
"[0.30613622069358826, 0.43222883343696594, 0.5924171805381775, 0.42813631892204285, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.0, 0.0, 0.0, 0.0656888335943222, 0.1387707144021988, 0.1653783768415451, 0.5742332935333252, 0.9872046709060669, 0.8102896213531494, 0.7519911527633667]","[0.3922392725944519, 0.4428081810474396, 0.267111212015152, 0.0, 0.0, 1.0, 1.0, 0.3991001844406128, 0.0, 1.0, 0.0, 0.33366334438323975, 0.0, 0.0, 1.0, 0.5019756555557251, 0.31782767176628113, 0.7672025561332703, 0.5777100324630737, 0.3112718462944031, 0.983253002166748, 0.3008902370929718, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,5,impossible dips;cable squatting curl;barbell standing calf raise;dumbbell reverse spider curl;kettlebell pistol squat
"[0.6283568143844604, 0.321343332529068, 0.6334620714187622, 0.5254136919975281, 0.0, 0.20000000298023224, 0.0, 0.0, 0.20000000298023224, 0.20000000298023224, 0.4000000059604645, 0.0, 0.06326659768819809, 0.0947880893945694, 0.21191886067390442, 0.5818426012992859, 0.8080887198448181, 0.799020528793335, 0.6657119989395142]","[0.5010049939155579, 0.49717289209365845, 0.3602049648761749, 0.0, 0.0, 1.0, 1.0, 0.3049684762954712, 0.0, 0.0, 1.0, 0.3572941720485687, 0.0, 1.0, 1.0, 0.5658836364746094, 0.1695977747440338, 0.6019375324249268, 0.6864343285560608, 0.3639909029006958, 0.9620973467826843, 0.45663636922836304, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,5,dumbbell lying single extension;weighted hyperextension (on stability ball);cable decline fly;weighted side bend (on stability ball);lever seated row
"[0.8251393437385559, 0.44353237748146057, 0.4586929380893707, 0.42696666717529297, 0.0, 0.1428571492433548, 0.4285714328289032, 0.0, 0.2857142984867096, 0.1428571492433548, 0.0, 0.0, 0.0773475170135498, 0.09225673973560333, 0.18335750699043274, 0.62577223777771, 0.6720629930496216, 0.8961362242698669, 0.7707251310348511]","[0.5884436964988708, 0.44012242555618286, 0.26820018887519836, 0.0, 0.0, 1.0, 1.0, 0.24110053479671478, 1.0, 0.0, 0.0, 0.31973010301589966, 0.0, 0.0, 1.0, 0.6250903606414795, 0.28646746277809143, 0.753983199596405, 0.519346296787262, 0.30991682410240173, 0.9725393652915955, 0.42162445187568665, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",recovery,7,cable squatting curl;dumbbell palms in incline bench press;barbell wrist curl v. 2;smith incline bench press;cable seated curl;barbell standing rocking leg calf raise;barbell incline bench press
"[0.49764499068260193, 0.39655542373657227, 0.32558107376098633, 0.6279287338256836, 0.0, 0.25, 0.25, 0.0, 0.5, 0.0, 0.0, 0.0, 0.05133349075913429, 0.060113325715065, 0.21243226528167725, 0.9765272736549377, 0.9800906181335449, 0.6485797166824341, 0.6101033091545105]","[0.38304293155670166, 0.49172472953796387, 0.22949284315109253, 0.0, 0.0, 1.0, 1.0, 0.21999119222164154, 0.0, 1.0, 0.0, 0.38174769282341003, 0.0, 0.0, 1.0, 0.8799026012420654, 0.17812612652778625, 0.7814637422561646, 0.6215753555297852, 0.3366491496562958, 0.9868177771568298, 0.2644747197628021, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",recovery,4,cable decline fly;dumbbell standing concentration curl;cable seated curl;barbell standing close grip curl
"[0.8216969966888428, 0.44233766198158264, 0.46789881587028503, 0.3559144139289856, 0.1666666716337204, 0.3333333432674408, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.12353554368019104, 0.0740724727511406, 0.24701134860515594, 0.5569748282432556, 0.816412627696991, 0.6974180936813354, 0.6134287118911743]","[0.5554623007774353, 0.5447129011154175, 0.2691181004047394, 0.0, 0.0, 1.0, 1.0, 0.28863993287086487, 0.0, 0.0, 0.0, 0.38985201716423035, 0.0, 0.0, 1.0, 0.7601222395896912, 0.2540278136730194, 0.7827929258346558, 0.4320301115512848, 0.36573857069015503, 0.9821998476982117, 0.518782913684845, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,6,impossible dips;dumbbell one arm hammer preacher curl;sled 45° leg press (side pov);smith leg press;smith incline bench press;dumbbell reverse spider curl
"[0.6600463390350342, 0.7390189170837402, 0.32515424489974976, 0.709658145904541, 0.0, 0.0, 0.20000000298023224, 0.0, 0.4000000059604645, 0.4000000059604645, 0.0, 0.0, 0.0600726418197155, 0.1326608955860138, 0.22705386579036713, 0.9745731353759766, 0.9341090321540833, 0.8072187900543213, 0.5948466062545776]","[0.34044498205184937, 0.417680561542511, 0.5081169605255127, 0.0, 1.0, 0.0, 0.0, 0.19169981777668, 0.0, 1.0, 0.0, 0.19635191559791565, 0.0, 0.0, 0.0, 0.5437702536582947, 0.6244750618934631, 0.6088628172874451, 0.7778401374816895, 0.4238858222961426, 0.9676981568336487, 0.5421936511993408, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,5,cable seated crunch;sled 45° leg press (side pov);hack calf raise;cable seated curl;barbell standing close grip curl
"[0.8428062200546265, 0.6983559131622314, 0.564883828163147, 0.32904765009880066, 0.0, 0.25, 0.5, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0938679575920105, 0.07973100990056992, 0.28633037209510803, 0.9481672048568726, 0.6830257773399353, 0.8877308964729309, 0.6924929618835449]","[0.26541826128959656, 0.32818475365638733, 0.5754640102386475, 0.0, 1.0, 0.0, 0.0, 0.1033901572227478, 0.0, 0.0, 0.0, 0.005621902644634247, 0.0, 0.0, 0.0, 0.43013232946395874, 0.5887519717216492, 0.6120503544807434, 0.5680159330368042, 0.35324132442474365, 0.9858310222625732, 0.4766826033592224, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,4,barbell standing rocking leg calf raise;lever front pulldown;barbell wrist curl v. 2;dumbbell palms in incline bench press
"[0.3444882333278656, 0.969740629196167, 0.5888535976409912, 0.5254042148590088, 0.0, 0.2857142984867096, 0.0, 0.0, 0.1428571492433548, 0.4285714328289032, 0.1428571492433548, 0.0, 0.10592247545719147, 0.11623942852020264, 0.2345687747001648, 0.7584872841835022, 0.6584416031837463, 0.8381081819534302, 0.5941274166107178]","[0.21499820053577423, 0.3887532651424408, 0.8419826626777649, 1.0, 0.0, 0.0, 0.0, 0.16138337552547455, 0.0, 0.0, 0.0, 0.06793119013309479, 0.0, 0.0, 0.0, 0.051420919597148895, 0.518919825553894, 0.5117035508155823, 0.5986804366111755, 0.41457563638687134, 0.9744271039962769, 0.48499786853790283, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",power_hiit,7,weighted hyperextension (on stability ball);hack calf raise;smith leg press;cable seated curl;dumbbell reverse spider curl;lever front pulldown;dumbbell one arm upright row
"[0.594273030757904, 0.8696106672286987, 0.625447154045105, 0.6957557797431946, 0.0, 0.4000000059604645, 0.20000000298023224, 0.0, 0.20000000298023224, 0.0, 0.0, 0.20000000298023224, 0.08020199090242386, 0.11717741191387177, 0.2520255744457245, 0.7785750031471252, 0.6823981404304504, 0.5457300543785095, 0.6282100677490234]","[0.2306838035583496, 0.26659026741981506, 0.7971446514129639, 1.0, 1.0, 0.0, 0.0, 0.27041590213775635, 0.0, 0.0, 0.0, 0.13074903190135956, 0.0, 0.0, 0.0, 0.4321727454662323, 0.6676494479179382, 0.4858371913433075, 0.5820255279541016, 0.35468968749046326, 0.960555911064148, 0.44799935817718506, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_threshold,5,cable seated curl;dumbbell palms in incline bench press;barbell incline bench press;dumbbell reverse spider curl;assisted hanging knee raise with throw down
"[0.8672028183937073, 0.4840080142021179, 0.6219128966331482, 0.5160654783248901, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.25, 0.25, 0.11817891150712967, 0.10521358996629715, 0.13121357560157776, 0.544360876083374, 0.6716838479042053, 0.8336530327796936, 0.5824815034866333]","[0.6480655670166016, 0.4185809791088104, 0.3712369501590729, 0.0, 0.0, 1.0, 1.0, 0.26915356516838074, 0.0, 1.0, 0.0, 0.39900100231170654, 0.0, 0.0, 1.0, 0.6246352791786194, 0.4167136549949646, 0.7785632610321045, 0.560825526714325, 0.38705354928970337, 0.9804813265800476, 0.3381337821483612, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,4,weighted hyperextension (on stability ball);barbell seated overhead triceps extension;barbell incline bench press;assisted hanging knee raise with throw down
"[0.25587961077690125, 0.5092993974685669, 0.6357808113098145, 0.7389193177223206, 0.1428571492433548, 0.2857142984867096, 0.2857142984867096, 0.0, 0.1428571492433548, 0.0, 0.1428571492433548, 0.0, 0.12578830122947693, 0.12366008013486862, 0.28717902302742004, 0.8930341005325317, 0.9605110287666321, 0.6992303729057312, 0.9769959449768066]","[0.5128780603408813, 0.3615131080150604, 0.586847722530365, 0.0, 1.0, 0.0, 0.0, 0.1960536390542984, 0.0, 0.0, 1.0, 0.14115659892559052, 0.0, 0.0, 0.0, 0.3851252794265747, 0.4844033122062683, 0.6982461810112, 0.6456928253173828, 0.3737644851207733, 0.9728587865829468, 0.7327878475189209, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,7,barbell wrist curl v. 2;cable seated curl;dumbbell palms in incline bench press;weighted side bend (on stability ball);barbell standing calf raise;dumbbell lying single extension;bent knee lying twist (male)
"[0.28854113817214966, 0.7791864275932312, 0.403176486492157, 0.7187527418136597, 0.0, 0.25, 0.0, 0.0, 0.5, 0.0, 0.0, 0.25, 0.06667989492416382, 0.11898227781057358, 0.14770974218845367, 0.6259201169013977, 0.7243929505348206, 0.7363613843917847, 0.9774537086486816]","[0.3191090226173401, 0.2546093165874481, 0.6976336240768433, 1.0, 1.0, 0.0, 0.0, 0.23865272104740143, 1.0, 0.0, 0.0, 0.29923203587532043, 0.0, 0.0, 0.0, 0.40061017870903015, 0.7001678347587585, 0.6877436637878418, 0.5904235243797302, 0.41688892245292664, 0.9687165021896362, 0.5514114499092102, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_threshold,4,dumbbell reverse spider curl;cable seated crunch;assisted hanging knee raise with throw down;cable squatting curl
"[0.8674067854881287, 0.7836509943008423, 0.3483051061630249, 0.34734123945236206, 0.0, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.0, 0.20000000298023224, 0.0, 0.05478089302778244, 0.09119062125682831, 0.2776744067668915, 0.77834153175354, 0.5024584531784058, 0.8978385925292969, 0.6875033974647522]","[0.5468038320541382, 0.2842927873134613, 0.4130963385105133, 0.0, 1.0, 0.0, 0.0, 0.05086670443415642, 0.0, 0.0, 1.0, 0.010171705856919289, 0.0, 0.0, 0.0, 0.4092124402523041, 0.4158667027950287, 0.69871586561203, 0.6928730607032776, 0.41861093044281006, 0.9866296648979187, 0.5913808941841125, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,5,cable decline fly;dumbbell palms in incline bench press;weighted hyperextension (on stability ball);barbell standing close grip curl;kettlebell pistol squat
"[0.8901531100273132, 0.6647513508796692, 0.4339471161365509, 0.5861129760742188, 0.1428571492433548, 0.5714285969734192, 0.1428571492433548, 0.0, 0.1428571492433548, 0.0, 0.0, 0.0, 0.07828828692436218, 0.06165724992752075, 0.27477577328681946, 0.6002097725868225, 0.7346712946891785, 0.8901354074478149, 0.9930384755134583]","[0.4973432421684265, 0.29781243205070496, 0.49857401847839355, 0.0, 1.0, 0.0, 0.0, 0.1969461292028427, 0.0, 1.0, 0.0, 0.14056041836738586, 0.0, 0.0, 0.0, 0.4122028350830078, 0.46862170100212097, 0.4685894846916199, 0.801095724105835, 0.3380028009414673, 0.9657213687896729, 0.6229667663574219, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,7,barbell standing close grip curl;dumbbell reverse spider curl;dumbbell one arm hammer preacher curl;cable seated crunch;dumbbell over bench revers wrist curl;impossible dips;dumbbell palms in incline bench press
"[0.4309581518173218, 0.9410409331321716, 0.4509793817996979, 0.34810391068458557, 0.3333333432674408, 0.1666666716337204, 0.0, 0.0, 0.3333333432674408, 0.1666666716337204, 0.0, 0.0, 0.05772513151168823, 0.12514331936836243, 0.2082623839378357, 0.7632705569267273, 0.8852487802505493, 0.6393276453018188, 0.5325762629508972]","[0.2743392884731293, 0.3899611532688141, 0.7868443727493286, 1.0, 0.0, 0.0, 0.0, 0.25801774859428406, 1.0, 0.0, 0.0, 0.0689762756228447, 0.0, 0.0, 0.0, 0.14631123840808868, 0.5676600337028503, 0.509676456451416, 0.7366350889205933, 0.4167275130748749, 0.9844736456871033, 0.5670495629310608, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",power_hiit,6,impossible dips;cable squatting curl;bent knee lying twist (male);cable seated curl;smith leg press;dumbbell front raise
"[0.2710569202899933, 0.4429052472114563, 0.33857375383377075, 0.7721046209335327, 0.0, 0.4285714328289032, 0.2857142984867096, 0.0, 0.1428571492433548, 0.1428571492433548, 0.0, 0.0, 0.14516450464725494, 0.09429275989532471, 0.12130475044250488, 0.7633379101753235, 0.8601169586181641, 0.7046207189559937, 0.7304609417915344]","[0.5481089353561401, 0.4103107452392578, 0.20474526286125183, 0.0, 0.0, 1.0, 1.0, 0.35479703545570374, 0.0, 0.0, 0.0, 0.43910667300224304, 0.0, 0.0, 1.0, 0.7584180235862732, 0.36523836851119995, 0.5478201508522034, 0.6521707773208618, 0.3987625539302826, 0.9756543636322021, 0.28929999470710754, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",recovery,7,barbell wrist curl v. 2;smith incline bench press;dumbbell one arm upright row;barbell seated overhead triceps extension;cable seated curl;dumbbell standing concentration curl;dumbbell one arm hammer preacher curl
